match_id,home_team,away_team,score
8684,Ikarus BSE I. ↔,Vármajori SE I.,7 : 9
8680,KSI SE III. ↔,Budai XI SE I.,9 : 7
8681,MAFC I. ↔,FKF Zrt. SK,4 : 12
8682,MAVEX SE III. ↔,MVM SE I.,9 : 7
8689,FKF Zrt. SK ↔,Kispest SE I.,13 : 3
8688,MVM SE I. ↔,MAFC I.,8 : 8
8691,Cromax SE ↔,Pénzügyőr SE V.,8 : 8
8690,Budai XI SE I. ↔,Postás SE I.,11 : 5
8692,Pénzügyőr SE VI. ↔,Ikarus BSE I.,9 : 7
8687,Postás SE II. ↔,MAVEX SE III.,11 : 5
8696,Kispest SE I. ↔,MVM SE I.,5 : 11
8693,Cromax SE ↔,Pénzügyőr SE VI.,11 : 5
8695,KSI SE III. ↔,FKF Zrt. SK,5 : 11
8697,MAFC I. ↔,Postás SE II.,8 : 8
8698,MAVEX SE III. ↔,Vármajori SE I.,4 : 12
8694,Pénzügyőr SE V. ↔,Budai XI SE I.,12 : 4
8760,Vármajori SE I. ↔,MAFC I.,11 : 5
8763,FKF Zrt. SK ↔,Postás SE I.,14 : 2
8762,MVM SE I. ↔,KSI SE III.,10 : 6
8765,Ikarus BSE I. ↔,MAVEX SE III.,14 : 2
8764,Budai XI SE I. ↔,Cromax SE,5 : 11
8761,Postás SE II. ↔,Kispest SE I.,8 : 8
8769,Postás SE I. ↔,MVM SE I.,12 : 4
8770,KSI SE III. ↔,Postás SE II.,4 : 12
8772,MAFC I. ↔,Ikarus BSE I.,7 : 9
8767,Budai XI SE I. ↔,Pénzügyőr SE VI.,9 : 7
8768,Pénzügyőr SE V. ↔,FKF Zrt. SK,9 : 7
8774,Vármajori SE I. ↔,KSI SE III.,6 : 10
8777,FKF Zrt. SK ↔,Cromax SE,7 : 9
8776,MVM SE I. ↔,Pénzügyőr SE V.,1 : 15
8784,Postás SE I. ↔,Vármajori SE I.,2 : 14
8782,Cromax SE ↔,MVM SE I.,9 : 7
8785,KSI SE III. ↔,Ikarus BSE I.,8 : 8
8787,MAFC I. ↔,MAVEX SE III.,9 : 7
8781,Budai XI SE I. ↔,FKF Zrt. SK,9 : 7
8783,Pénzügyőr SE V. ↔,Postás SE II.,11 : 5
9291,Vármajori SE I. ↔,Pénzügyőr SE V.,5 : 11
9293,MVM SE I. ↔,Budai XI SE I.,8 : 8
9296,Ikarus BSE I. ↔,Postás SE I.,11 : 5
9294,MAVEX SE III. ↔,Kispest SE I.,6 : 10
9292,Postás SE II. ↔,Cromax SE,6 : 10
9304,Kispest SE I. ↔,MAFC I.,8 : 8
9300,Cromax SE ↔,Vármajori SE I.,9 : 7
9303,KSI SE III. ↔,MAVEX SE III.,9 : 7
10096,MAFC I. ↔,Pénzügyőr SE VI.,10 : 6
9299,Budai XI SE I. ↔,Postás SE II.,8 : 8
9301,Pénzügyőr SE V. ↔,Ikarus BSE I.,14 : 2
9305,Vármajori SE I. ↔,Budai XI SE I.,9 : 7
8779,Ikarus BSE I. ↔,Kispest SE I.,12 : 4
9306,MVM SE I. ↔,FKF Zrt. SK,9 : 7
9310,Ikarus BSE I. ↔,Cromax SE,4 : 12
9307,MAFC I. ↔,KSI SE III.,9 : 7
9308,MAVEX SE III. ↔,Postás SE I.,10 : 6
9311,Pénzügyőr SE VI. ↔,Kispest SE I.,10 : 6
9317,Postás SE I. ↔,MAFC I.,8 : 8
9313,FKF Zrt. SK ↔,Postás SE II.,8 : 8
9312,MVM SE I. ↔,Pénzügyőr SE VI.,10 : 6
9318,KSI SE III. ↔,Kispest SE I.,9 : 7
9314,Budai XI SE I. ↔,Ikarus BSE I.,6 : 10
9316,Pénzügyőr SE V. ↔,MAVEX SE III.,12 : 4
9321,Kispest SE I. ↔,Postás SE I.,5 : 11
9319,Vármajori SE I. ↔,FKF Zrt. SK,14 : 2
9322,MAFC I. ↔,Pénzügyőr SE V.,3 : 13
9323,MAVEX SE III. ↔,Cromax SE,6 : 10
9325,Pénzügyőr SE VI. ↔,KSI SE III.,9 : 7
9320,Postás SE II. ↔,MVM SE I.,7 : 9
9332,Postás SE I. ↔,KSI SE III.,11 : 5
9328,FKF Zrt. SK ↔,Ikarus BSE I.,9 : 7
9327,MVM SE I. ↔,Vármajori SE I.,4 : 12
9330,Cromax SE ↔,MAFC I.,9 : 7
9329,Budai XI SE I. ↔,MAVEX SE III.,9 : 7
9331,Pénzügyőr SE V. ↔,Kispest SE I.,14 : 2
9326,Postás SE II. ↔,Pénzügyőr SE VI.,9 : 7
