match_id,home_team,away_team,score
9549,BP I/B X ↔,MAFC II.,0 : 0
9381,BVSC-Zugló SI IV. ↔,Honvéd Zrínyi SE I.,14 : 2
9386,Pénzügyőr SE VII. ↔,ABC Centerline I.,11 : 5
9382,ANY Biztonsági SK I. ↔,KSI Senior-KÖZGÁZ SC és DSK,4 : 12
9385,Budai XI. SE II. ↔,BVSC-Zugló Senior I.,11 : 5
9550,KSI SE V. ↔,KSI SE IV.,8 : 8
9383,Hercules-Neting Team ↔,Erzsébeti Hajós II.,4 : 0
9554,Erzsébeti Hajós II. ↔,BP I/B X,0 : 0
9553,SZUFLA SE I.-Kerepes ↔,Budai XI. SE II.,12 : 4
9552,BVSC-Zugló Senior I. ↔,KSI SE V.,10 : 6
9507,MAFC II. ↔,SZUFLA SE II.,8 : 8
9509,ABC Centerline I. ↔,BVSC-Zugló SI IV.,7 : 9
9508,Honvéd Zrínyi SE I. ↔,ANY Biztonsági SK I.,12 : 4
9555,KSI Senior-KÖZGÁZ SC és DSK ↔,Hercules-Neting Team,7 : 9
9551,KSI SE IV. ↔,Pénzügyőr SE VII.,6 : 10
