match_id,home_team,away_team,score
10089,Budai XI SE V.-Őrmező ↔,Budai XI SE IV.-Kontra Csoport,6 : 10
9978,KSI Senior-KFKI SK II. ↔,KSI SE VIII.-MIKI I.,7 : 9
9977,Shopsport SE ↔,KIWI SE,7 : 9
9975,Kispest SE III. ↔,Budai XI SE V.-Őrmező,8 : 8
9979,HCTC-Magyar-Kínai AK ↔,MTSE,4 : 12
9974,Budai XI SE IV.-Kontra Csoport ↔,KSI SE VI.,13 : 3
9973,Lendület SE III.-PPKO ↔,PDSK III.-Mátyásföldi Sasok,7 : 9
9976,MALÉV SC III. ↔,Sanitas-Budó SE III.-Autóklub,8 : 8
9972,Pénzügyőr IX. ↔,Igazságügyi SC,13 : 3
9984,KSI SE VI. ↔,Kispest SE III.,14 : 2
9987,MTSE ↔,Pénzügyőr IX.,13 : 3
9980,KSI SE VIII.-MIKI I. ↔,HCTC-Magyar-Kínai AK,11 : 5
9982,Sanitas-Budó SE III.-Autóklub ↔,Shopsport SE,10 : 6
9981,KIWI SE ↔,KSI Senior-KFKI SK II.,6 : 10
9985,PDSK III.-Mátyásföldi Sasok ↔,Budai XI SE IV.-Kontra Csoport,2 : 14
9983,Budai XI SE V.-Őrmező ↔,MALÉV SC III.,4 : 12
9986,Igazságügyi SC  ↔,Lendület SE III.-PPKO,10 : 6
9992,KSI Senior-KFKI SK II. ↔,Sanitas-Budó SE III.-Autóklub,5 : 11
9994,MTSE ↔,KSI SE VIII.-MIKI I.,10 : 6
9993,HCTC-Magyar-Kínai AK ↔,KIWI SE,10 : 6
9990,MALÉV SC III. ↔,KSI SE VI.,11 : 5
9991,Shopsport SE ↔,Budai XI SE V.-Őrmező,12 : 4
9989,Kispest SE III. ↔,PDSK III.-Mátyásföldi Sasok,10 : 6
9988,Budai XI SE IV.-Kontra Csoport ↔,Igazságügyi SC,7 : 9
9995,Lendület SE III.-PPKO ↔,Pénzügyőr IX.,1 : 15
10000,KSI SE VI. ↔,Shopsport SE,10 : 6
9998,Sanitas-Budó SE III.-Autóklub ↔,HCTC-Magyar-Kínai AK,11 : 5
9997,KIWI SE ↔,MTSE,5 : 11
10001,PDSK III.-Mátyásföldi Sasok ↔,MALÉV SC III.,9 : 7
9999,Budai XI SE V.-Őrmező ↔,KSI Senior-KFKI SK II.,7 : 9
10002,Igazságügyi SC  ↔,Kispest SE III.,8 : 8
10003,Lendület SE III.-PPKO ↔,Budai XI SE IV.-Kontra Csoport,1 : 15
9996,Pénzügyőr IX. ↔,KSI SE VIII.-MIKI I.,11 : 5
10006,KSI Senior-KFKI SK II. ↔,KSI SE VI.,11 : 5
10008,MTSE ↔,Sanitas-Budó SE III.-Autóklub,12 : 4
10005,Shopsport SE ↔,PDSK III.-Mátyásföldi Sasok,10 : 6
10009,KSI SE VIII.-MIKI I. ↔,KIWI SE,11 : 5
10010,Kispest SE III. ↔,Lendület SE III.-PPKO,11 : 5
10007,HCTC-Magyar-Kínai AK ↔,Budai XI SE V.-Őrmező,10 : 6
10011,Budai XI SE IV.-Kontra Csoport ↔,Pénzügyőr IX.,6 : 10
10004,MALÉV SC III. ↔,Igazságügyi SC,11 : 5
10014,Budai XI SE V.-Őrmező ↔,MTSE,0 : 4
10015,KSI SE VI. ↔,HCTC-Magyar-Kínai AK,8 : 8
10013,Sanitas-Budó SE III.-Autóklub ↔,KSI SE VIII.-MIKI I.,13 : 3
10016,PDSK III.-Mátyásföldi Sasok ↔,KSI Senior-KFKI SK II.,5 : 11
10019,Budai XI SE IV.-Kontra Csoport ↔,Kispest SE III.,11 : 5
10018,Lendület SE III.-PPKO ↔,MALÉV SC III.,3 : 13
10012,Pénzügyőr IX. ↔,KIWI SE,9 : 7
10022,MTSE ↔,KSI SE VI.,11 : 5
10026,Shopsport SE ↔,Lendület SE III.-PPKO,7 : 9
10023,KSI SE VIII.-MIKI I. ↔,Budai XI SE V.-Őrmező,11 : 5
10027,Kispest SE III. ↔,Pénzügyőr IX.,9 : 7
10021,HCTC-Magyar-Kínai AK ↔,PDSK III.-Mátyásföldi Sasok,10 : 6
10024,KIWI SE ↔,Sanitas-Budó SE III.-Autóklub,1 : 15
10020,Igazságügyi SC  ↔,KSI Senior-KFKI SK II.,4 : 12
10025,MALÉV SC III. ↔,Budai XI SE IV.-Kontra Csoport,9 : 7
