match_id,home_team,away_team,score
13371,KSI Senior-KFKI SK II. ↔,BVSC-Zugló Senior II.,9 : 7
13376,OTP SK II. ↔,Sanitas-BUDO SE IV.,8 : 8
13372,FŐGÁZ Keszi-team I. ↔,BKV Előre SC I.,3 : 13
13373,KSI SE IV.- MIKI I. ↔,Szufla SE III.-Kerepes,9 : 7
13370,HCTC-Magyar-Kínai AK I. ↔,Pénzügyőr SE VIII.,7 : 9
13375,Pestújhelyi SC III. ↔,Sanitas-BUDO SE V.-Vármajor,14 : 2
13374,Lendület SE II.-Ybl Tervező ↔,Lendület SE I.-PPKO,1 : 15
13377,HCTC-M-K AK II.-WASABI ↔,ESMTK II.,8 : 8
13434,HCTC-Magyar-Kínai AK I. ↔,HCTC-M-K AK II.-WASABI,7 : 9
13465,Sanitas-BUDO SE IV.  ↔,Sanitas-BUDO SE V.-Vármajor,13 : 3
