match_id,home_team,away_team,score
19350,Budai XI. SE V. ↔,BPPK SE I.-túróSCsusza,10 : 6
19372,ESMTK V. ↔,GALAXIS VSE I.,7 : 8
19382,Budai XI SE VI.-Dunaholding ↔,SPLITT-PONG,5 : 11
19378,GALAXIS VSE I. ↔,Palotai Titánok SE I.,3 : 13
19379,ESMTK V. ↔,Pestszentimrei PSE IV.,2 : 14
19381,Pestújhelyi SC V. ↔,FKF SK II.,12 : 4
19383,Sanitas-Budo SE IV.-Asia Center I. ↔,MVM SE II.,12 : 4
19380,Budai XI SE X.-Külváros ↔,BPPK SE I.-túróSCsusza,12 : 4
19384,Budai XI. SE V. ↔,Honvéd Zrínyi SE III.,11 : 5
19385,Hidegkúti SC-Klebelsberg I. ↔,Angyalföldi TTE III.,9 : 7
