match_id,home_team,away_team,score
9006,Brumi Szöcske Team ↔,Budai XI SE VII.-Dunaholding,4 : 12
9062,Budai XI SE VIII.-MAFILM ↔,Ikarus BSE II.,7 : 9
9051,Budai XI SE VIII.-MAFILM ↔,Erzsébeti Hajós III.,8 : 8
9039,Erzsébeti Hajós III. ↔,MAFC III.-PANCHO,2 : 14
9029,Lendület SE I.-Ybl Tervező ↔,ABC Centerline III.,9 : 7
8856,Erzsébeti Hajós III. ↔,BEAC II.-Magyar-Lakk DKK,9 : 7
8868,Budai XI SE VII.-Dunaholding ↔,Budai XI SE VIII.-MAFILM,4 : 12
8862,Puskás DSK I. ↔,OTP SK II.,11 : 5
8867,Sanitas-Budó SE IV. ↔,MAFC III.-PANCHO,4 : 12
8869,ABC Centerline III. ↔,KSI SE IX.-MIKI II.,4 : 0
8866,BEAC II.-Magyar-Lakk DKK ↔,KFKI Petőfi SK III.,6 : 10
8864,Lendület SE I.-Ybl Tervező ↔,ESMTK II.,5 : 11
8865,SZUFLA SE III. ↔,Erzsébeti Hajós III.,9 : 7
8863,Brumi Szöcske Team ↔,Ikarus BSE II.,2 : 14
8870,Budai XI SE VII.-Dunaholding ↔,ABC Centerline III.,7 : 9
8873,KFKI Petőfi SK III. ↔,SZUFLA SE III.,4 : 12
8877,OTP SK II. ↔,KSI SE IX.-MIKI II.,11 : 5
8874,Erzsébeti Hajós III. ↔,Lendület SE I.-Ybl Tervező,7 : 9
8871,Budai XI SE VIII.-MAFILM ↔,Sanitas-Budó SE IV.,9 : 7
8875,ESMTK II. ↔,Brumi Szöcske Team,15 : 1
8876,Ikarus BSE II. ↔,Puskás DSK I.,6 : 10
8872,MAFC III.-PANCHO ↔,BEAC II.-Magyar-Lakk DKK,8 : 8
8978,KSI SE IX.-MIKI II. ↔,Ikarus BSE II.,9 : 7
8977,Sanitas-Budó SE IV. ↔,Budai XI SE VII.-Dunaholding,3 : 13
8979,ABC Centerline III. ↔,OTP SK II.,7 : 9
8976,BEAC II.-Magyar-Lakk DKK ↔,Budai XI SE VIII.-MAFILM,10 : 6
8972,Puskás DSK I. ↔,ESMTK II.,4 : 12
