match_id,home_team,away_team,score
13511,ESMTK II. ↔,Pestújhelyi SC III.,4 : 12
13538,Sanitas-BUDO SE IV.  ↔,HCTC-Magyar-Kínai AK I.,15 : 1
13544,Sanitas-BUDO SE V.-Vármajor  ↔,BVSC-Zugló Senior II.,8 : 8
13557,Lendület SE II.-Ybl Tervező ↔,KSI SE IV.- MIKI I.,2 : 14
13561,Lendület SE I.-PPKO ↔,Pénzügyőr SE VIII.,8 : 8
13564,KSI Senior-KFKI SK II. ↔,Pestújhelyi SC III.,0 : 16
13563,FŐGÁZ Keszi-team I. ↔,Lendület SE II.-Ybl Tervező,10 : 6
13567,BKV Előre SC I. ↔,ESMTK II.,10 : 6
13566,BVSC-Zugló Senior II. ↔,HCTC-M-K AK II.-WASABI,12 : 4
13565,HCTC-Magyar-Kínai AK I. ↔,OTP SK II.,6 : 10
13568,Sanitas-BUDO SE IV.  ↔,Szufla SE III.-Kerepes,12 : 4
13569,Lendület SE I.-PPKO ↔,Sanitas-BUDO SE V.-Vármajor,16 : 0
13562,Pénzügyőr SE VIII. ↔,KSI SE IV.- MIKI I.,10 : 6
13589,HCTC-M-K AK II.-WASABI ↔,Lendület SE I.-PPKO,6 : 10
13597,BKV Előre SC I. ↔,Lendület SE II.-Ybl Tervező,14 : 2
