Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
Belvárosi Asztalitenisz Egyesület,Sanitas-BUDO SE III.-Vármajor,8 : 8,Forduló: 8.   2018-10-26,Karádi Viktor,Arató János
