Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
BKV Előre SC I.,Budai XI. SE II.,9 : 7,Forduló: 21.   2020-02-18,Urbán István,Streng László
