match_id,home_team,away_team,score
9549,BP I/B X ↔,MAFC II.,0 : 0
9381,BVSC-Zugló SI IV. ↔,Honvéd Zrínyi SE I.,14 : 2
9386,Pénzügyőr SE VII. ↔,ABC Centerline I.,11 : 5
9382,ANY Biztonsági SK I. ↔,KSI Senior-KÖZGÁZ SC és DSK,4 : 12
9385,Budai XI. SE II. ↔,BVSC-Zugló Senior I.,11 : 5
9550,KSI SE V. ↔,KSI SE IV.,8 : 8
9620,SZUFLA SE I.-Kerepes ↔,BP I/B X,0 : 0
9531,BVSC-Zugló Senior I. ↔,SZUFLA SE II.,9 : 7
9547,MAFC II. ↔,Hercules-Neting Team,2 : 14
9618,ABC Centerline I. ↔,KSI SE V.,10 : 6
10099,KSI SE IV. ↔,Budai XI. SE II.,7 : 9
9532,Pénzügyőr SE VII. ↔,BVSC-Zugló SI IV.,6 : 10
9617,KSI Senior-KÖZGÁZ SC és DSK ↔,Honvéd Zrínyi SE I.,7 : 9
9548,Erzsébeti Hajós II. ↔,ANY Biztonsági SK I.,4 : 0
