match_id,home_team,away_team,score
23169,Budai XI SE II. ↔,EGIS SE I.,12 : 4
23255,MVM SE I. ↔,BVSC-Zugló III.-Sima Szoft,2 : 14
23171,MAFC I. ↔,Igazságügyi SC I.,10 : 6
23165,BKV Előre SC I. ↔,Budai XI SE I.,8 : 8
23167,Pénzügyőr SE V. ↔,BEAC I.-PPKO,15 : 1
23170,Pestújhelyi SC II. ↔,Pestszentimrei PSE III.,8 : 8
23168,OTP SK I. ↔,ESMTK I.,13 : 3
