Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
Vármajori SE I.,FKF Zrt. SK I.,14 : 2,Forduló: 17.   2016-01-25,Nyőgéri István,Nagy István
