match_id,home_team,away_team,score
20915,KSI Senior-KÖZGÁZ SC és DSK ↔,Pénzügyőr SE V.,9 : 7
20914,ABC Centerline II. ↔,GALAXIS VSE I.,11 : 5
20912,ESMTK II. ↔,KSI SE III.,8 : 8
20913,MAFC II. ↔,Szent Pál Akadémia-HSE I.,6 : 10
20911,Angyalföldi TTE I. ↔,BVSC-Zugló IV.-Senior II.,6 : 10
20917,MAVEX SE IV.-Mátyásföldi Sasok ↔,High Life SE II.-WASABI,6 : 10
20916,Budai XI SE IV. ↔,Pestszentimrei PSE IV.,3 : 13
