match_id,home_team,away_team,score
15704,MAFC III. ↔,BKV Előre  SC II.,8 : 8
15753,ESMTK V. ↔,KSI SE VI.,11 : 5
15749,Szent Pál Akadémia-HSE I. ↔,Kőbánya SC II.,12 : 4
15748,ESZVK-Parazsak ↔,MAFC III.,10 : 6
15750,Pestszentimrei PSE II. ↔,Szufla SE IV.,8 : 8
15746,Palotai Titánok SE I. ↔,Shopsport SE,16 : 0
15751,Lendület SE-Ybl Tervező ↔,Budai XI SE IV.-Kontra cs.,8 : 8
15747,Budai XI SE X. ↔,MVM SE II.,12 : 4
15752,Brumi Szöcske Team I. ↔,BKV Előre  SC II.,4 : 12
15760,MAFC III. ↔,Szent Pál Akadémia-HSE I.,9 : 7
