match_id,home_team,away_team,score
11331,ESMTK III. ↔,KSI Senior-KFKI SK II.,9 : 7
11333,BKV Előre SC I. ↔,Pestújhelyi SC III.,8 : 8
11337,MTK Budapest II. ↔,ABC Centerline II.,10 : 6
11332,BVSC-Zugló SI V. ↔,BVSC-Zugló Senior II.,0 : 4
11336,Sanitas-BUDO SE II.  ↔,ESMTK II.,11 : 5
11335,Vármajori SE II. ↔,SZUFLA SE III.,16 : 0
11330,Pénzügyőr SE VIII. ↔,Törekvés SE,11 : 5
11334,MALÉV SC III. ↔,Sanitas-BUDO SE III.-Autóklub,8 : 8
11350,Sanitas-BUDO SE II.  ↔,Sanitas-BUDO SE III.-Autóklub,3 : 13
11416,ESMTK II. ↔,ESMTK III.,5 : 11
