match_id,home_team,away_team,score
9367,Pestújhelyi SC III. ↔,BKV Előre SC II.,7 : 9
9366,BKV Előre SC I. ↔,2002 Római ASE,10 : 6
9369,BVSC-Zugló Senior II. ↔,ESMTK I.,9 : 7
9368,Budai XI SE III.-túróSCsusza ↔,Kispest SE II.,10 : 6
9364,Pénzügyőr SE VIII. ↔,Törekvés SE,5 : 11
9371,Belvárosi Asztalitenisz Egyesület ↔,MTK II.,8 : 8
9365,OTP SK I. ↔,BVSC-Zugló SI V.,8 : 8
9370,Vármajori SE II. ↔,Honvéd Zrínyi SE II.,11 : 5
9351,Pestújhelyi SC III. ↔,BVSC-Zugló SI V.,8 : 8
8841,Pestújhelyi SC III. ↔,OTP SK I.,3 : 13
