match_id,home_team,away_team,score
23232,Kőbánya SC I. ↔,Igazságügyi SC I.,9 : 7
23234,MVM SE I. ↔,Pestújhelyi SC II.,12 : 4
23264,BVSC-Zugló III.-Sima Szoft ↔,BKV Előre SC I.,16 : 0
23233,Pénzügyőr SE V. ↔,MAFC I.,11 : 5
23228,OTP SK I. ↔,Budai XI SE II.,6 : 10
23231,Budai XI SE I. ↔,Pestszentimrei PSE III.,7 : 9
23229,BEAC I.-PPKO ↔,ESMTK I.,12 : 4
