match_id,home_team,away_team,score
14936,Pestszentimrei PSE I. ↔,OTP SK II.,16 : 0
14934,ESMTK II. ↔,Szufla SE III.-Kerepes,0 : 0
14937,KSI SE IV.- MIKI I. ↔,Pénzügyőr SE VII.,9 : 7
14935,HCTC-Magyar-Kínai AK I. ↔,Igazságügyi SC I.,14 : 2
14933,Multi Sport SE I. ↔,BVSC-Zugló V.,11 : 5
14931,Budai XI SE III. ↔,KSI Senior-KFKI SK II.,8 : 8
14932,HCTC-M-K AK II.-WASABI ↔,BVSC-Zugló Senior II.,12 : 4
14930,Pénzügyőr SE VI. ↔,OVIT SE II.,8 : 8
14992,HCTC-M-K AK II.-WASABI ↔,HCTC-Magyar-Kínai AK I.,5 : 11
15012,BVSC-Zugló V. ↔,BVSC-Zugló Senior II.,16 : 0
