Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
Honvéd Zrinyi SE I.,Szufla SE II.,10 : 6,Forduló: 6.   2018-10-11,Bertalan Lajos,Nagy István
