match_id,home_team,away_team,score
14930,Pénzügyőr SE VI. ↔,OVIT SE II.,8 : 8
14987,Igazságügyi SC I. ↔,BVSC-Zugló V.,1 : 15
14998,HCTC-Magyar-Kínai AK I. ↔,Multi Sport SE I.,16 : 0
15001,Pénzügyőr SE VI. ↔,ESMTK II.,6 : 10
15027,BVSC-Zugló Senior II. ↔,KSI Senior-KFKI SK II.,1 : 15
15030,OTP SK II. ↔,Multi Sport SE I.,8 : 8
15033,Pestszentimrei PSE I. ↔,Pénzügyőr SE VI.,13 : 3
15029,Pénzügyőr SE VII. ↔,ESMTK II.,3 : 13
15028,KSI SE IV.- MIKI I. ↔,HCTC-Magyar-Kínai AK I.,11 : 5
15026,BVSC-Zugló V. ↔,OVIT SE II.,9 : 7
15031,Igazságügyi SC I. ↔,HCTC-M-K AK II.-WASABI,6 : 10
15036,Budai XI SE III. ↔,BVSC-Zugló V.,9 : 7
