match_id,home_team,away_team,score
15357,Budai XI SE IX.-Meteorok ↔,Szufla SE V.-Ragazzart,9 : 7
15392,Honvéd Zrínyi SE II. ↔,Szufla SE V.-Ragazzart,9 : 7
15403,Budai XI SE VIII.-Őrmező ↔,KSI SE VII.,6 : 10
15404,KIWI SE ↔,SZÜV ASE,7 : 9
15406,FŐGÁZ Keszi-team I. ↔,Szufla SE V.-Ragazzart,7 : 9
15409,BKV Előre  SC III. ↔,Budai XI SE VII.,11 : 5
15402,MAFC IV.-EMKÁBÉ ↔,ESMTK III.,3 : 13
15405,Pestújhelyi SC IV. ↔,Kispest SE V.,11 : 5
15407,Csepeli Vállalkozók AKE I. ↔,Budai XI SE IX.-Meteorok,11 : 4
15408,Honvéd Zrínyi SE II. ↔,Puskás DSK III.,13 : 3
