Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető
KSI SE III.,KSI Senior-KÖZGÁZ SC és DSK,9 : 7,Forduló: 6.   2018-10-10,Fodor Róbert
