match_id,home_team,away_team,score
21321,MAFC III.-EMKÁBÉ ↔,OTP SK II.,14 : 2
21361,High Life SE III.-Sólymok ↔,Budai XI SE X.-Külváros I.,6 : 10
21367,Hidegkúti SC-Klebelsberg I. ↔,High Life SE III.-Sólymok,11 : 5
21448,BPPK SE-Túróscsusza ↔,Budai XI SE VI.-Dunaholding,5 : 11
21368,OTP SK II. ↔,ESMTK III.,6 : 9
21420,Sanitas-Budo SE IV.-Asia Center ↔,Budai XI SE X.-Külváros I.,13 : 3
21371,MAFC III.-EMKÁBÉ ↔,Hidegkúti SC-Klebelsberg I.,12 : 4
21369,FKF SK IV. ↔,BEAC IV.-Pancho,13 : 3
21372,Kispest SE IV.-Brumi Szöcske Team ↔,Pénzügyőr SE VII.,6 : 10
21370,High Life SE III.-Sólymok ↔,BVSC-Zugló VI.-Senior II.,3 : 13
21379,BEAC IV.-Pancho ↔,High Life SE III.-Sólymok,12 : 4
