match_id,home_team,away_team,score
11230,Sanitas-BUDO SE III.-Autóklub ↔,Sanitas-BUDO SE II.,15 : 1
11213,Pestújhelyi SC III. ↔,BKV Előre SC I.,4 : 12
11211,KSI Senior-KFKI SK II. ↔,ESMTK III.,6 : 10
11216,ESMTK II. ↔,Sanitas-BUDO SE II.,5 : 11
11212,BVSC-Zugló Senior II. ↔,BVSC-Zugló SI V.,10 : 6
11214,Sanitas-BUDO SE III.-Autóklub ↔,MALÉV SC III.,10 : 6
11217,ABC Centerline II. ↔,MTK Budapest II.,9 : 7
11210,Törekvés SE ↔,Pénzügyőr SE VIII.,5 : 11
11215,SZUFLA SE III. ↔,Vármajori SE II.,0 : 16
11296,ESMTK III. ↔,ESMTK II.,9 : 7
