Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető
Sanitas-Budo SE IV.-Asia Center I.,GALAXIS VSE I.,10 : 6,Forduló: 4.   2020-09-30,Wiszt Péter
