Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
BKV Előre SC II.,OTP SK I.,8 : 8,Forduló: 17.   2015-01-26,Szabó III. László,Streng László
