Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
OTP SK I.,Pestszentimrei PSE III.,11 : 5,Forduló: 27.   2024-04-15,Streng László,Molnár Gábor
