match_id,home_team,away_team,score
16037,ABC Centerline II. ↔,Kispest SE III.,12 : 4
16082,ESMTK II. ↔,BEAC I.-PPKO,5 : 11
16106,Kispest SE II. ↔,BVSC-Zugló Senior I.,7 : 9
16112,Pestszentimrei PSE I. ↔,MAVEX SE III.,9 : 7
16107,ABC Centerline II. ↔,KSI Senior-KÖZGÁZ SC és DSK,10 : 6
16113,KSI SE III. ↔,Kispest SE III.,9 : 7
16108,Angyalföldi TTE I. ↔,ESMTK II.,12 : 4
16109,ÁNy Biztonsági Nyomda SK I. ↔,MAFC II.,5 : 11
16110,Honvéd Zrinyi SE I. ↔,BKV Előre SC I.,12 : 4
16111,BEAC I.-PPKO ↔,Budai XI. SE II.,10 : 6
