match_id,home_team,away_team,score
10068,Budai XI SE V.-Őrmező ↔,Igazságügyi SC,10 : 6
10017,Igazságügyi SC  ↔,Shopsport SE,11 : 5
10055,KSI Senior-KFKI SK II. ↔,MALÉV SC III.,8 : 8
10057,MTSE ↔,Budai XI SE IV.-Kontra Csoport,10 : 6
10056,HCTC-Magyar-Kínai AK ↔,Kispest SE III.,8 : 8
10059,Shopsport SE ↔,Pénzügyőr IX.,8 : 8
10058,KSI SE VIII.-MIKI I. ↔,Lendület SE III.-PPKO,6 : 9
10053,Sanitas-Budó SE III.-Autóklub ↔,PDSK III.-Mátyásföldi Sasok,13 : 3
10054,Budai XI SE V.-Őrmező ↔,KSI SE VI.,6 : 10
10052,Igazságügyi SC  ↔,KIWI SE,9 : 7
10067,Shopsport SE ↔,KSI Senior-KFKI SK II.,7 : 9
10065,Kispest SE III. ↔,MTSE,2 : 14
10061,PDSK III.-Mátyásföldi Sasok ↔,Budai XI SE V.-Őrmező,7 : 9
10064,Budai XI SE IV.-Kontra Csoport ↔,KSI SE VIII.-MIKI I.,4 : 12
10062,Igazságügyi SC  ↔,Sanitas-Budó SE III.-Autóklub,5 : 11
10063,Lendület SE III.-PPKO ↔,KIWI SE,3 : 13
10066,MALÉV SC III. ↔,HCTC-Magyar-Kínai AK,12 : 4
10060,Pénzügyőr IX. ↔,KSI SE VI.,7 : 9
10075,KSI Senior-KFKI SK II. ↔,Pénzügyőr IX.,8 : 8
10069,KSI SE VI. ↔,PDSK III.-Mátyásföldi Sasok,12 : 4
10071,MTSE ↔,MALÉV SC III.,10 : 6
10072,KSI SE VIII.-MIKI I. ↔,Kispest SE III.,11 : 5
10070,HCTC-Magyar-Kínai AK ↔,Shopsport SE,10 : 6
10074,Sanitas-Budó SE III.-Autóklub ↔,Lendület SE III.-PPKO,13 : 3
10073,KIWI SE ↔,Budai XI SE IV.-Kontra Csoport,11 : 5
