Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
OTP SK II.,Lendület SE II.-Ybl Tervező,10 : 6,Forduló: 6.   2017-10-09,Juhász László,Kiss Csaba
