match_id,home_team,away_team,score
16475,BVSC-Zugló IV. ↔,Multi Sport SE I.,11 : 5
16308,HCTC-Magyar-Kínai AK I. ↔,KSI SE IV.- MIKI I.,9 : 7
16319,Belvárosi Asztalitenisz Egyesület ↔,OTP SK II.,11 : 5
16322,Budai XI SE III. ↔,FKF SK II.,13 : 3
16326,ESMTK III. ↔,Belvárosi Asztalitenisz Egyesület,14 : 2
16327,OTP SK II. ↔,Multi Sport SE I.,8 : 8
16325,OVIT SE II. ↔,Szent Pál Akadémia-HSE I.,9 : 7
16321,KSI SE IV.- MIKI I. ↔,Pénzügyőr SE VI.,10 : 6
16323,HCTC-Magyar-Kínai AK I. ↔,KSI Senior-KFKI SK II.,7 : 9
16324,Pestújhelyi SC IV. ↔,Pénzügyőr SE V.,14 : 2
16477,HCTC-M-K AK II.-WASABI ↔,BVSC-Zugló IV.,4 : 12
