match_id,home_team,away_team,score
10094,Budai XI SE VIII.-MAFILM ↔,Lendület SE I.-Ybl Tervező,4 : 12
8852,Budai XI SE VII.-Dunaholding ↔,KFKI Petőfi SK III.,14 : 2
8851,Sanitas-Budó SE IV. ↔,Erzsébeti Hajós III.,2 : 14
8853,Budai XI SE VIII.-MAFILM ↔,MAFC III.-PANCHO,8 : 8
8850,BEAC II.-Magyar-Lakk DKK ↔,ESMTK II.,7 : 9
8846,Puskás DSK I. ↔,ABC Centerline III.,9 : 7
8848,Lendület SE I.-Ybl Tervező ↔,OTP SK II.,11 : 5
8849,SZUFLA SE III. ↔,Ikarus BSE II.,13 : 3
8847,Brumi Szöcske Team ↔,KSI SE IX.-MIKI II.,0 : 4
8855,KFKI Petőfi SK III. ↔,Sanitas-Budó SE IV.,7 : 9
8859,OTP SK II. ↔,Brumi Szöcske Team,4 : 0
8860,KSI SE IX.-MIKI II. ↔,Puskás DSK I.,8 : 8
8861,ABC Centerline III. ↔,Budai XI SE VIII.-MAFILM,11 : 5
8857,ESMTK II. ↔,SZUFLA SE III.,12 : 4
8858,Ikarus BSE II. ↔,Lendület SE I.-Ybl Tervező,5 : 11
8854,MAFC III.-PANCHO ↔,Budai XI SE VII.-Dunaholding,7 : 9
8993,OTP SK II. ↔,ESMTK II.,7 : 9
8994,KSI SE IX.-MIKI II. ↔,Erzsébeti Hajós III.,7 : 9
8995,ABC Centerline III. ↔,Ikarus BSE II.,8 : 8
8988,Puskás DSK I. ↔,KFKI Petőfi SK III.,14 : 2
8989,Brumi Szöcske Team ↔,MAFC III.-PANCHO,4 : 12
8991,SZUFLA SE III. ↔,Budai XI SE VII.-Dunaholding,6 : 10
8992,BEAC II.-Magyar-Lakk DKK ↔,Sanitas-Budó SE IV.,12 : 4
