match_id,home_team,away_team,score
15108,Budai XI SE VI.-Dunaholding ↔,Puskás DSK II.,12 : 4
15124,Rákosmente AK I. ↔,FKF SK II.,6 : 10
15130,BPPK SE I.-túróSCsusza ↔,Rákosmente AK I.,9 : 7
15135,Pestújhelyi SC V. ↔,KSI SE V.,0 : 0
15137,Szufla SE VI.-Ragazzart ↔,Ferencvárosi Vasutas SK,13 : 3
15131,FKF SK II. ↔,Kispest SE IV.,0 : 0
15132,Puskás DSK II. ↔,Ikarus BSE,11 : 5
15134,ESMTK IV. ↔,Budai XI. SE V.,10 : 6
15133,Palotai Titánok SE II. ↔,BEAC II.,15 : 1
15136,Törekvés SE ↔,Budai XI SE VI.-Dunaholding,9 : 7
