match_id,home_team,away_team,score
14715,ÁNy Biztonsági Nyomda SK I. ↔,BKV Előre SC I.,9 : 7
14725,Belvárosi Asztalitenisz Egyesület ↔,Pestújhelyi SC III.,5 : 11
14744,BVSC-Zugló Senior I. ↔,MAFC II.,5 : 11
14789,BKV Előre SC I. ↔,ABC Centerline II.,9 : 7
14786,Pestújhelyi SC III. ↔,Sanitas-BUDO SE III.-Vármajor,8 : 8
14793,KSI SE III. ↔,Pénzügyőr SE V.,13 : 3
14792,Szufla SE II. ↔,MAFC II.,11 : 5
14791,ÁNy Biztonsági Nyomda SK I. ↔,Budai XI. SE II.,6 : 10
14790,Honvéd Zrinyi SE I. ↔,Kispest SE III.,7 : 9
14788,Belvárosi Asztalitenisz Egyesület ↔,BVSC-Zugló Senior I.,8 : 8
14787,BEAC I.-PPKO ↔,KSI Senior-KÖZGÁZ SC és DSK,11 : 5
14798,Kispest SE III. ↔,ÁNy Biztonsági Nyomda SK I.,13 : 3
14794,Pénzügyőr SE V. ↔,KSI Senior-KÖZGÁZ SC és DSK,7 : 9
