Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
MAFC I.,Pénzügyőr SE IV.,7 : 9,Forduló: 3.   2018-09-18,Breuer Gáborné,--
