Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
OTP SK I.,KSI SE III.,7 : 9,Forduló: 2.   2016-09-16,Szabó III László,Sipos Zoltán
