match_id,home_team,away_team,score
10103,Pénzügyőr SE X.-Fekete Sereg ↔,Pestújhelyi SC IV.,10 : 6
10100,KSI SE VI. ↔,ABC Centerline III.,13 : 3
10105,Budai XI SE VI.-Dunaholding ↔,KFKI SK III.,11 : 5
10104,Sanitas-Budó SE IV. ↔,Igazságügyi SC I.,8 : 8
10101,Ikarus BSE II. ↔,MTSE I.,16 : 0
10102,OVIT SE II. ↔,OTP SK II.,5 : 11
10106,Lendület SE I.-Ybl Tervező ↔,Budai XI SE VII.-MAFILM,13 : 3
10110,Pestújhelyi SC IV. ↔,OVIT SE II.,8 : 8
10111,OTP SK II. ↔,Puskás DSK I.,8 : 8
10112,MTSE I.  ↔,KSI SE VI.,3 : 13
10108,KFKI SK III. ↔,Sanitas-Budó SE IV.,11 : 5
10107,Budai XI SE VII.-MAFILM ↔,Budai XI SE VI.-Dunaholding,3 : 13
10113,ABC Centerline III. ↔,Lendület SE I.-Ybl Tervező,5 : 11
10109,Igazságügyi SC I.  ↔,Pénzügyőr SE X.-Fekete Sereg,14 : 2
10117,Pénzügyőr SE X.-Fekete Sereg ↔,KFKI SK III.,9 : 7
10119,Budai XI SE VI.-Dunaholding ↔,Lendület SE I.-Ybl Tervező,6 : 10
10118,Sanitas-Budó SE IV. ↔,Budai XI SE VII.-MAFILM,13 : 3
10115,Puskás DSK I. ↔,Pestújhelyi SC IV.,14 : 2
10114,Ikarus BSE II. ↔,OTP SK II.,5 : 11
10120,ABC Centerline III. ↔,MTSE I.,10 : 6
10116,OVIT SE II. ↔,Igazságügyi SC I.,5 : 11
