match_id,home_team,away_team,score
8843,BVSC-Zugló Senior II. ↔,BVSC-Zugló SI V.,3 : 13
8733,BKV Előre SC II. ↔,BKV Előre SC I.,8 : 8
8731,ESMTK I. ↔,Budai XI SE III.-túróSCsusza,4 : 12
8734,2002 Római ASE ↔,OTP SK I.,11 : 5
8735,BVSC-Zugló SI V. ↔,MTK II.,7 : 9
8728,Pénzügyőr SE VIII. ↔,Belvárosi Asztalitenisz Egyesület,7 : 9
8730,Honvéd Zrínyi SE II. ↔,BVSC-Zugló Senior II.,7 : 9
8732,Kispest SE II. ↔,Pestújhelyi SC III.,15 : 1
8729,Törekvés SE ↔,Vármajori SE II.,4 : 12
8739,Pestújhelyi SC III. ↔,ESMTK I.,12 : 4
8738,BKV Előre SC I. ↔,Kispest SE II.,3 : 13
8741,BVSC-Zugló Senior II. ↔,Törekvés SE,11 : 5
8740,Budai XI SE III.-túróSCsusza ↔,Honvéd Zrínyi SE II.,13 : 3
8736,MTK II. ↔,2002 Római ASE,10 : 6
8809,ESMTK I. ↔,2002 Római ASE,7 : 9
8811,BVSC-Zugló Senior II. ↔,Pestújhelyi SC III.,6 : 10
8808,Honvéd Zrínyi SE II. ↔,BVSC-Zugló SI V.,5 : 11
8810,Kispest SE II. ↔,BKV Előre SC II.,11 : 5
9372,MTK II. ↔,Törekvés SE,13 : 3
8806,Pénzügyőr SE VIII. ↔,OTP SK I.,6 : 10
8813,Belvárosi Asztalitenisz Egyesület ↔,Budai XI SE III.-túróSCsusza,8 : 8
8812,Vármajori SE II. ↔,BKV Előre SC I.,8 : 8
