Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető
Sanitas-BUDO SE III.-Autóklub,Kőbánya SC I.,14 : 2,Forduló: 14.   2017-12-06,Szabó Csilla
