Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
BKV Előre SC I.,Törekvés SE,10 : 6,Forduló: 20.   2015-02-17,Csapó Szilárd,Nagy István
