Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
Hercules-Neting Team,Vármajori SE I.,5 : 11,Forduló: 18.   2016-02-05,Streng László,Bertalan Lajos
