match_id,home_team,away_team,score
13748,BVSC-Zugló V. ↔,Puskás DSK II.,15 : 1
13779,Budai XI. SE V. ↔,Törekvés SE,8 : 8
13800,Budai XI. SE V. ↔,Ikarus BSE II.,0 : 4
13805,BPPK SE I.-túróSCsusza ↔,Budai XI SE VI.-Dunaholding,8 : 8
13803,Puskás DSK II. ↔,ESMTK IV.,7 : 9
13809,Kispest SE IV. ↔,BVSC-Zugló V.,9 : 7
13806,Ikarus BSE II. ↔,Budai XI SE VIII.,3 : 13
13804,Törekvés SE ↔,Sanitas-Budó SE VI.,12 : 4
13808,Szufla SE IV. ↔,KFKI SK III.,13 : 3
13802,Palotai Titánok SE I. ↔,KSI SE V.,11 : 5
13807,BEAC I. ↔,Budai XI. SE V.,6 : 10
