match_id,home_team,away_team,score
9910,KSI SE VII.-PPKO ↔,KSI SE X.,7 : 9
9908,Lendület SE II.-Népegészségügy ↔,BKV Előre SC III.,4 : 11
9853,Pestújhelyi SC IV. ↔,Csepeli Vállalkozások AE I.,10 : 6
9852,Ferencvárosi Vasutas SK ↔,KSI Senior-KFKI SK IV.,13 : 3
9909,Kőbánya SC II. ↔,BEAC I.,6 : 10
9911,Budai XI SE VI. ↔,ABC Centerline II.,6 : 10
9854,Sanitas-Budó SE II. ↔,SZÜV ASE I.,13 : 3
9970,BKV Előre SC III. ↔,Ferencvárosi Vasutas SK,7 : 9
9904,ABC Centerline II. ↔,Sanitas-Budó SE II.,6 : 10
9969,Csepeli Vállalkozások AE I. ↔,Kőbánya SC II.,8 : 8
9967,KSI Senior-KFKI SK IV. ↔,Puskás DSK II.,7 : 9
9905,SZÜV ASE I. ↔,KSI SE VII.-PPKO,7 : 9
9971,Budai XI SE VI. ↔,Szent Pál Akadémia I.,10 : 6
9906,BEAC I. ↔,Lendület SE II.-Népegészségügy,11 : 5
9968,KSI SE X. ↔,Pestújhelyi SC IV.,14 : 2
