match_id,home_team,away_team,score
10523,Shopsport SE ↔,KSI SE VIII.- MIKI I.,5 : 11
10522,BEAC II.-Magyar-Lakk DKK ↔,Budai XI SE IV.-Kontra cs.,9 : 7
10524,BKV Előre  SC II. ↔,Honvéd Zrinyi SE II.,5 : 11
10520,HCTC-Magyar-Kínai AK ↔,Lendület SE II.- Nép-eü.,10 : 6
10526,Kispest SE III. ↔,ESZVK-Parazsak,10 : 6
10525,SZUFLA SE IV. ↔,KIWI SE,9 : 7
10521,PDSK III.-Csintalan-Mf. Sasok ↔,Brumi Szöcske Team,11 : 5
10527,MVM SE II. ↔,SZUFLA SE IV.,2 : 14
10530,KSI SE VIII.- MIKI I. ↔,BEAC II.-Magyar-Lakk DKK,8 : 8
10528,KIWI SE ↔,BKV Előre  SC II.,10 : 6
10533,Lendület SE II.- Nép-eü. ↔,Kispest SE III.,7 : 9
10529,Honvéd Zrinyi SE II. ↔,Shopsport SE,10 : 6
10531,Budai XI SE IV.-Kontra cs. ↔,PDSK III.-Csintalan-Mf. Sasok,6 : 10
10532,Brumi Szöcske Team ↔,HCTC-Magyar-Kínai AK,7 : 9
10537,Shopsport SE ↔,KIWI SE,8 : 8
10536,BEAC II.-Magyar-Lakk DKK ↔,Honvéd Zrinyi SE II.,9 : 7
10538,BKV Előre  SC II. ↔,MVM SE II.,11 : 5
10534,HCTC-Magyar-Kínai AK ↔,Budai XI SE IV.-Kontra cs.,7 : 9
10539,SZUFLA SE IV. ↔,ESZVK-Parazsak,12 : 4
10535,PDSK III.-Csintalan-Mf. Sasok ↔,KSI SE VIII.- MIKI I.,5 : 11
10540,Lendület SE II.- Nép-eü. ↔,Brumi Szöcske Team,10 : 6
10543,MVM SE II. ↔,Shopsport SE,8 : 8
10546,KSI SE VIII.- MIKI I. ↔,HCTC-Magyar-Kínai AK,12 : 4
10544,KIWI SE ↔,BEAC II.-Magyar-Lakk DKK,5 : 11
10542,ESZVK-Parazsak ↔,BKV Előre  SC II.,8 : 8
10541,Kispest SE III. ↔,SZUFLA SE IV.,2 : 14
10545,Honvéd Zrinyi SE II. ↔,PDSK III.-Csintalan-Mf. Sasok,10 : 6
10547,Budai XI SE IV.-Kontra cs. ↔,Brumi Szöcske Team,12 : 4
10551,Shopsport SE ↔,ESZVK-Parazsak,11 : 5
10550,BEAC II.-Magyar-Lakk DKK ↔,MVM SE II.,10 : 6
10552,BKV Előre  SC II. ↔,Kispest SE III.,10 : 6
10548,HCTC-Magyar-Kínai AK ↔,Honvéd Zrinyi SE II.,10 : 6
10549,PDSK III.-Csintalan-Mf. Sasok ↔,KIWI SE,11 : 5
10554,Lendület SE II.- Nép-eü. ↔,Budai XI SE IV.-Kontra cs.,6 : 10
10553,Brumi Szöcske Team ↔,KSI SE VIII.- MIKI I.,3 : 13
10558,MVM SE II. ↔,PDSK III.-Csintalan-Mf. Sasok,5 : 11
10561,KSI SE VIII.- MIKI I. ↔,Budai XI SE IV.-Kontra cs.,11 : 5
10559,KIWI SE ↔,HCTC-Magyar-Kínai AK,8 : 8
10557,ESZVK-Parazsak ↔,BEAC II.-Magyar-Lakk DKK,7 : 9
10556,Kispest SE III. ↔,Shopsport SE,6 : 10
10555,SZUFLA SE IV. ↔,Lendület SE II.- Nép-eü.,12 : 4
10560,Honvéd Zrinyi SE II. ↔,Brumi Szöcske Team,13 : 3
10564,BEAC II.-Magyar-Lakk DKK ↔,Kispest SE III.,11 : 5
10565,BKV Előre  SC II. ↔,SZUFLA SE IV.,5 : 11
10562,HCTC-Magyar-Kínai AK ↔,MVM SE II.,7 : 9
10563,PDSK III.-Csintalan-Mf. Sasok ↔,ESZVK-Parazsak,14 : 2
10568,Lendület SE II.- Nép-eü. ↔,KSI SE VIII.- MIKI I.,2 : 14
10567,Brumi Szöcske Team ↔,KIWI SE,7 : 9
10566,Budai XI SE IV.-Kontra cs. ↔,Honvéd Zrinyi SE II.,10 : 6
10573,MVM SE II. ↔,Brumi Szöcske Team,10 : 5
10574,KIWI SE ↔,Budai XI SE IV.-Kontra cs.,6 : 10
10572,ESZVK-Parazsak ↔,HCTC-Magyar-Kínai AK,10 : 6
10569,BKV Előre  SC II. ↔,Lendület SE II.- Nép-eü.,11 : 5
10571,Kispest SE III. ↔,PDSK III.-Csintalan-Mf. Sasok,4 : 12
10570,SZUFLA SE IV. ↔,Shopsport SE,9 : 7
10575,Honvéd Zrinyi SE II. ↔,KSI SE VIII.- MIKI I.,10 : 6
10578,Shopsport SE ↔,BKV Előre  SC II.,8 : 8
10579,KSI SE VIII.- MIKI I. ↔,KIWI SE,13 : 3
10577,BEAC II.-Magyar-Lakk DKK ↔,SZUFLA SE IV.,9 : 7
10576,HCTC-Magyar-Kínai AK ↔,Kispest SE III.,10 : 6
10582,Lendület SE II.- Nép-eü. ↔,Honvéd Zrinyi SE II.,8 : 8
10580,Budai XI SE IV.-Kontra cs. ↔,MVM SE II.,8 : 8
10581,Brumi Szöcske Team ↔,ESZVK-Parazsak,8 : 8
10583,Shopsport SE ↔,Lendület SE II.- Nép-eü.,10 : 6
10588,MVM SE II. ↔,KSI SE VIII.- MIKI I.,3 : 13
10589,KIWI SE ↔,Honvéd Zrinyi SE II.,5 : 11
10587,ESZVK-Parazsak ↔,Budai XI SE IV.-Kontra cs.,6 : 10
10584,BKV Előre  SC II. ↔,BEAC II.-Magyar-Lakk DKK,5 : 11
10586,Kispest SE III. ↔,Brumi Szöcske Team,12 : 4
10585,SZUFLA SE IV. ↔,PDSK III.-Csintalan-Mf. Sasok,5 : 11
