Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető
Sanitas-BUDO SE IV.,FŐGÁZ Keszi-team I.,12 : 4,Forduló: 20.   2018-02-15,Urbán István
