match_id,home_team,away_team,score
15557,ESMTK V. ↔,Palotai Titánok SE I.,8 : 8
15558,MAFC III. ↔,Budai XI SE X.,6 : 10
15562,Shopsport SE ↔,Kőbánya SC II.,10 : 6
15568,BKV Előre  SC II. ↔,Szufla SE IV.,10 : 6
15563,MVM SE II. ↔,MAFC III.,5 : 11
15565,Palotai Titánok SE I. ↔,ESZVK-Parazsak,7 : 9
15567,Lendület SE-Ybl Tervező ↔,Pestszentimrei PSE II.,7 : 9
15564,Budai XI SE X. ↔,ESMTK V.,11 : 5
15566,Brumi Szöcske Team I. ↔,Szent Pál Akadémia-HSE I.,2 : 14
15569,KSI SE VI. ↔,Budai XI SE IV.-Kontra cs.,6 : 10
