match_id,home_team,away_team,score
10730,Vármajori SE I. ↔,Kispest SE I.,11 : 5
10731,MVM SE I. ↔,FKF Zrt. SK I.,6 : 10
10734,Szufla SE I.-Kerepes ↔,MAVEX SE III.,8 : 8
10736,KSI SE IV. ↔,KSI SE III.,9 : 7
10732,Postás SE II. ↔,Hercules-Neting Team,11 : 5
10733,MAFC I. ↔,Pénzügyőr SE VI.,11 : 5
10737,Pénzügyőr SE V. ↔,Postás SE I.,11 : 5
10735,Budai XI SE I. ↔,Ikarus BSE I.,11 : 5
10738,Postás SE I. ↔,KSI SE IV.,9 : 7
10740,Ikarus BSE I. ↔,Szufla SE I.-Kerepes,5 : 11
10744,FKF Zrt. SK I. ↔,Vármajori SE I.,7 : 9
10742,Pénzügyőr SE VI. ↔,Postás SE II.,4 : 12
10745,Kispest SE I. ↔,Pénzügyőr SE V.,13 : 3
10741,MAVEX SE III. ↔,MAFC I.,9 : 7
10739,KSI SE III. ↔,Budai XI SE I.,8 : 8
10743,Hercules-Neting Team ↔,MVM SE I.,15 : 1
10746,Vármajori SE I. ↔,Hercules-Neting Team,10 : 6
10747,MVM SE I. ↔,Pénzügyőr SE VI.,11 : 5
10750,Szufla SE I.-Kerepes ↔,KSI SE III.,9 : 7
10752,KSI SE IV. ↔,Pénzügyőr SE V.,11 : 5
10753,Kispest SE I. ↔,FKF Zrt. SK I.,11 : 5
10748,Postás SE II. ↔,MAVEX SE III.,14 : 2
10749,MAFC I. ↔,Ikarus BSE I.,7 : 9
10751,Budai XI SE I. ↔,Postás SE I.,11 : 5
10756,Postás SE I. ↔,Szufla SE I.-Kerepes,10 : 6
10758,Ikarus BSE I. ↔,Postás SE II.,4 : 12
10760,Pénzügyőr SE VI. ↔,Vármajori SE I.,4 : 12
10754,KSI SE IV. ↔,Kispest SE I.,5 : 11
10759,MAVEX SE III. ↔,MVM SE I.,7 : 9
10757,KSI SE III. ↔,MAFC I.,10 : 6
10755,Pénzügyőr SE V. ↔,Budai XI SE I.,12 : 4
10761,Hercules-Neting Team ↔,FKF Zrt. SK I.,8 : 8
10762,Vármajori SE I. ↔,MAVEX SE III.,11 : 5
10763,MVM SE I. ↔,Ikarus BSE I.,9 : 7
10768,FKF Zrt. SK I. ↔,Pénzügyőr SE VI.,16 : 0
10766,Szufla SE I.-Kerepes ↔,Pénzügyőr SE V.,11 : 5
10769,Kispest SE I. ↔,Hercules-Neting Team,5 : 11
10764,Postás SE II. ↔,KSI SE III.,12 : 4
10765,MAFC I. ↔,Postás SE I.,9 : 7
10767,Budai XI SE I. ↔,KSI SE IV.,9 : 7
10773,Postás SE I. ↔,Postás SE II.,4 : 12
10775,Ikarus BSE I. ↔,Vármajori SE I.,6 : 10
10777,Pénzügyőr SE VI. ↔,Hercules-Neting Team,3 : 13
10771,KSI SE IV. ↔,Szufla SE I.-Kerepes,6 : 10
10776,MAVEX SE III. ↔,FKF Zrt. SK I.,11 : 5
10774,KSI SE III. ↔,MVM SE I.,1 : 15
10772,Pénzügyőr SE V. ↔,MAFC I.,12 : 4
10770,Budai XI SE I. ↔,Kispest SE I.,4 : 12
10778,Vármajori SE I. ↔,KSI SE III.,16 : 0
10779,MVM SE I. ↔,Postás SE I.,9 : 7
10781,MAFC I. ↔,KSI SE IV.,9 : 7
10784,FKF Zrt. SK I. ↔,Ikarus BSE I.,9 : 7
10782,Szufla SE I.-Kerepes ↔,Budai XI SE I.,8 : 8
10785,Kispest SE I. ↔,Pénzügyőr SE VI.,13 : 3
10780,Postás SE II. ↔,Pénzügyőr SE V.,15 : 1
10783,MAVEX SE III. ↔,Hercules-Neting Team,6 : 10
10790,Postás SE I. ↔,Vármajori SE I.,4 : 12
10792,Ikarus BSE I. ↔,Hercules-Neting Team,6 : 10
10786,Szufla SE I.-Kerepes ↔,Kispest SE I.,7 : 9
10788,KSI SE IV. ↔,Postás SE II.,1 : 15
10793,MAVEX SE III. ↔,Pénzügyőr SE VI.,15 : 1
10791,KSI SE III. ↔,FKF Zrt. SK I.,10 : 6
10789,Pénzügyőr SE V. ↔,MVM SE I.,7 : 9
10787,Budai XI SE I. ↔,MAFC I.,13 : 3
10794,Vármajori SE I. ↔,Pénzügyőr SE V.,4 : 0
10795,KSI SE IV. ↔,MVM SE I.,12 : 4
10800,FKF Zrt. SK I. ↔,Postás SE I.,8 : 8
10798,Pénzügyőr SE VI. ↔,Ikarus BSE I.,9 : 7
10801,Kispest SE I. ↔,MAVEX SE III.,11 : 5
10796,Postás SE II. ↔,Budai XI SE I.,14 : 2
10797,MAFC I. ↔,Szufla SE I.-Kerepes,6 : 10
10799,Hercules-Neting Team ↔,KSI SE III.,14 : 2
10807,Postás SE I. ↔,Hercules-Neting Team,6 : 10
10809,Ikarus BSE I. ↔,MAVEX SE III.,5 : 11
10803,Szufla SE I.-Kerepes ↔,Postás SE II.,4 : 12
10805,KSI SE IV. ↔,Vármajori SE I.,14 : 2
10802,MAFC I. ↔,Kispest SE I.,3 : 13
10808,KSI SE III. ↔,Pénzügyőr SE VI.,13 : 3
10806,Pénzügyőr SE V. ↔,FKF Zrt. SK I.,5 : 11
10804,Budai XI SE I. ↔,MVM SE I.,11 : 5
10823,Pénzügyőr SE V. ↔,Pénzügyőr SE VI.,10 : 5
