match_id,home_team,away_team,score
11042,Budai XI SE III.-túróSCsusza ↔,Budai XI. SE II.,5 : 11
10972,Kispest SE II. ↔,Szufla SE II.,8 : 8
10973,Budai XI SE III.-túróSCsusza ↔,Honvéd Zrinyi SE I.,0 : 16
10974,Pénzügyőr SE VII. ↔,MAFC II.,8 : 8
10975,BVSC-Zugló SI IV. ↔,BVSC-Zugló Senior I.,12 : 4
10977,ABC Centerline I. ↔,OTP SK I.,9 : 7
10971,KSI Senior-KÖZGÁZ SC és DSK ↔,ESMTK I.,4 : 12
10970,ANY Biztonsági SK I. ↔,Budai XI. SE II.,5 : 11
10976,Belvárosi Asztalitenisz Egyesület ↔,KSI SE V.-Pontos Idő,8 : 8
10984,ESMTK I. ↔,ANY Biztonsági SK I.,8 : 8
10981,MAFC II. ↔,Budai XI SE III.-túróSCsusza,15 : 1
10980,BVSC-Zugló Senior I. ↔,Pénzügyőr SE VII.,9 : 7
10982,Honvéd Zrinyi SE I. ↔,Kispest SE II.,10 : 6
10983,Szufla SE II. ↔,KSI Senior-KÖZGÁZ SC és DSK,10 : 6
10979,KSI SE V.-Pontos Idő ↔,BVSC-Zugló SI IV.,7 : 9
10985,Budai XI. SE II. ↔,ABC Centerline I.,7 : 9
10978,OTP SK I. ↔,Belvárosi Asztalitenisz Egyesület,12 : 4
10988,Kispest SE II. ↔,MAFC II.,7 : 9
10989,Budai XI SE III.-túróSCsusza ↔,BVSC-Zugló Senior I.,0 : 16
10990,Pénzügyőr SE VII. ↔,KSI SE V.-Pontos Idő,11 : 5
10991,BVSC-Zugló SI IV. ↔,OTP SK I.,11 : 5
10987,KSI Senior-KÖZGÁZ SC és DSK ↔,Honvéd Zrinyi SE I.,6 : 10
10993,Budai XI. SE II. ↔,ESMTK I.,7 : 9
10986,ANY Biztonsági SK I. ↔,Szufla SE II.,4 : 12
10992,Belvárosi Asztalitenisz Egyesület ↔,ABC Centerline I.,8 : 8
10999,MAFC II. ↔,KSI Senior-KÖZGÁZ SC és DSK,8 : 8
10998,BVSC-Zugló Senior I. ↔,Kispest SE II.,11 : 5
11000,Honvéd Zrinyi SE I. ↔,ANY Biztonsági SK I.,12 : 4
10995,ABC Centerline I. ↔,BVSC-Zugló SI IV.,5 : 11
11001,Szufla SE II. ↔,ESMTK I.,5 : 11
10997,KSI SE V.-Pontos Idő ↔,Budai XI SE III.-túróSCsusza,16 : 0
10996,OTP SK I. ↔,Pénzügyőr SE VII.,11 : 5
10994,Belvárosi Asztalitenisz Egyesület ↔,Budai XI. SE II.,6 : 10
11004,Kispest SE II. ↔,KSI SE V.-Pontos Idő,5 : 11
11008,ESMTK I. ↔,Honvéd Zrinyi SE I.,11 : 5
11005,Budai XI SE III.-túróSCsusza ↔,OTP SK I.,5 : 11
11006,Pénzügyőr SE VII. ↔,ABC Centerline I.,10 : 6
11007,BVSC-Zugló SI IV. ↔,Belvárosi Asztalitenisz Egyesület,15 : 1
11003,KSI Senior-KÖZGÁZ SC és DSK ↔,BVSC-Zugló Senior I.,7 : 9
11009,Budai XI. SE II. ↔,Szufla SE II.,8 : 8
11002,ANY Biztonsági SK I. ↔,MAFC II.,4 : 12
11016,MAFC II. ↔,ESMTK I.,9 : 7
11015,BVSC-Zugló Senior I. ↔,ANY Biztonsági SK I.,11 : 5
11017,Honvéd Zrinyi SE I. ↔,Szufla SE II.,7 : 9
11010,BVSC-Zugló SI IV. ↔,Budai XI. SE II.,14 : 2
11012,ABC Centerline I. ↔,Budai XI SE III.-túróSCsusza,14 : 2
11014,KSI SE V.-Pontos Idő ↔,KSI Senior-KÖZGÁZ SC és DSK,8 : 8
11013,OTP SK I. ↔,Kispest SE II.,11 : 5
11011,Belvárosi Asztalitenisz Egyesület ↔,Pénzügyőr SE VII.,6 : 10
11020,Kispest SE II. ↔,ABC Centerline I.,2 : 14
11024,ESMTK I. ↔,BVSC-Zugló Senior I.,10 : 6
11021,Budai XI SE III.-túróSCsusza ↔,Belvárosi Asztalitenisz Egyesület,3 : 13
11022,Pénzügyőr SE VII. ↔,BVSC-Zugló SI IV.,5 : 11
11023,Szufla SE II. ↔,MAFC II.,3 : 13
