match_id,home_team,away_team,score
12761,Lendület SE III.- Nép-eü. ↔,Brumi Szöcske Team I.,11 : 5
12882,BPPK SE I.-túróSCsusza ↔,Pestújhelyi SC IV.,13 : 3
12809,ESMTK IV. ↔,KSI SE V.- MIKI I.,9 : 7
12813,OVIT SE II. ↔,MVM SE II.,11 : 5
12811,Kispest SE III. ↔,Brumi Szöcske Team I.,10 : 6
12812,MTSE I.  ↔,ESZVK-Parazsak,6 : 10
12808,Honvéd Zrínyi SE II. ↔,Szufla SE V.-Ragazzart,12 : 4
12810,Budai XI SE IV.-Kontra cs. ↔,BKV Előre  SC II.,9 : 7
12883,Igazságügyi SC I. ↔,Lendület SE III.- Nép-eü.,14 : 2
12877,ESZVK-Parazsak ↔,Igazságügyi SC I.,10 : 6
12792,Pestújhelyi SC IV. ↔,KSI SE V.- MIKI I.,2 : 14
12824,OVIT SE II. ↔,Brumi Szöcske Team I.,8 : 8
12822,Kispest SE III. ↔,Lendület SE III.- Nép-eü.,13 : 3
