match_id,home_team,away_team,score
9155,Budai XI SE V.-Őrmező ↔,KSI SE VIII.-MIKI I.,6 : 10
8916,KSI SE VIII.-MIKI I. ↔,KSI Senior-KFKI SK II.,9 : 7
8917,MTSE ↔,HCTC-Magyar-Kínai AK,4 : 11
8914,Sanitas-Budó SE III.-Autóklub ↔,MALÉV SC III.,11 : 5
8915,KIWI SE ↔,Shopsport SE,10 : 6
8913,Budai XI SE V.-Őrmező ↔,Kispest SE III.,7 : 9
8910,Igazságügyi SC  ↔,Pénzügyőr IX.,5 : 11
8912,KSI SE VI. ↔,Budai XI SE IV.-Kontra Csoport,6 : 10
8956,MALÉV SC III. ↔,Lendület SE III.-PPKO,4 : 0
8911,PDSK III.-Mátyásföldi Sasok ↔,Lendület SE III.-PPKO,9 : 7
8919,KSI Senior-KFKI SK II. ↔,KIWI SE,13 : 3
8920,Shopsport SE ↔,Sanitas-Budó SE III.-Autóklub,5 : 11
8922,Kispest SE III. ↔,KSI SE VI.,10 : 6
8918,HCTC-Magyar-Kínai AK ↔,KSI SE VIII.-MIKI I.,3 : 13
9289,KSI Senior-KFKI SK II. ↔,Igazságügyi SC,8 : 8
9154,KSI SE VI. ↔,MTSE,6 : 10
9156,Sanitas-Budó SE III.-Autóklub ↔,KIWI SE,11 : 5
9159,Pénzügyőr IX. ↔,Kispest SE III.,14 : 2
9153,PDSK III.-Mátyásföldi Sasok ↔,HCTC-Magyar-Kínai AK,7 : 9
9158,Lendület SE III.-PPKO ↔,Shopsport SE,5 : 11
9157,Budai XI SE IV.-Kontra Csoport ↔,MALÉV SC III.,12 : 4
