Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
OTP SK I.,Pénzügyőr SE IV.,6 : 10,Forduló: 15.   2019-12-13,Kiss Csaba,Nagy István
