match_id,home_team,away_team,score
9810,ABC Centerline III. ↔,Puskás DSK I.,9 : 7
9837,KFKI Petőfi SK III. ↔,Budai XI SE VII.-Dunaholding,6 : 10
9733,KSI SE IX.-MIKI II. ↔,Brumi Szöcske Team,11 : 5
9734,OTP SK II. ↔,Lendület SE I.-Ybl Tervező,7 : 9
9736,ESMTK II. ↔,BEAC II.-Magyar-Lakk DKK,11 : 5
9735,Ikarus BSE II. ↔,SZUFLA SE III.,7 : 9
9737,MAFC III.-PANCHO ↔,Budai XI SE VIII.-MAFILM,14 : 2
9811,Erzsébeti Hajós III. ↔,Sanitas-Budó SE IV.,10 : 6
9738,Budai XI SE VII.-Dunaholding ↔,MAFC III.-PANCHO,11 : 5
9813,Puskás DSK I. ↔,KSI SE IX.-MIKI II.,12 : 4
9838,Sanitas-Budó SE IV. ↔,KFKI Petőfi SK III.,7 : 9
9812,BEAC II.-Magyar-Lakk DKK ↔,Erzsébeti Hajós III.,10 : 6
9742,Budai XI SE VIII.-MAFILM ↔,ABC Centerline III.,3 : 13
9740,Lendület SE I.-Ybl Tervező ↔,Ikarus BSE II.,13 : 3
9739,SZUFLA SE III. ↔,ESMTK II.,6 : 10
9741,Brumi Szöcske Team ↔,OTP SK II.,4 : 12
9743,Ikarus BSE II. ↔,Brumi Szöcske Team,12 : 4
9745,MAFC III.-PANCHO ↔,Sanitas-Budó SE IV.,8 : 8
9814,OTP SK II. ↔,Puskás DSK I.,10 : 6
9747,KSI SE IX.-MIKI II. ↔,ABC Centerline III.,8 : 8
9815,Erzsébeti Hajós III. ↔,SZUFLA SE III.,2 : 14
9744,ESMTK II. ↔,Lendület SE I.-Ybl Tervező,13 : 3
9752,KSI SE IX.-MIKI II. ↔,OTP SK II.,9 : 7
9749,Sanitas-Budó SE IV. ↔,Budai XI SE VIII.-MAFILM,11 : 5
9748,ABC Centerline III. ↔,Budai XI SE VII.-Dunaholding,11 : 5
9750,BEAC II.-Magyar-Lakk DKK ↔,MAFC III.-PANCHO,7 : 9
9817,Puskás DSK I. ↔,Ikarus BSE II.,11 : 5
9816,Lendület SE I.-Ybl Tervező ↔,Erzsébeti Hajós III.,10 : 6
9840,SZUFLA SE III. ↔,KFKI Petőfi SK III.,16 : 0
9751,Brumi Szöcske Team ↔,ESMTK II.,4 : 12
9755,Budai XI SE VII.-Dunaholding ↔,Sanitas-Budó SE IV.,12 : 4
9841,KFKI Petőfi SK III. ↔,Lendület SE I.-Ybl Tervező,5 : 11
9757,OTP SK II. ↔,ABC Centerline III.,5 : 11
9754,Budai XI SE VIII.-MAFILM ↔,BEAC II.-Magyar-Lakk DKK,4 : 12
9818,ESMTK II. ↔,Puskás DSK I.,9 : 7
9756,Ikarus BSE II. ↔,KSI SE IX.-MIKI II.,10 : 6
9753,MAFC III.-PANCHO ↔,SZUFLA SE III.,9 : 7
9819,Erzsébeti Hajós III. ↔,Brumi Szöcske Team,15 : 1
9763,OTP SK II. ↔,Ikarus BSE II.,10 : 6
9762,KSI SE IX.-MIKI II. ↔,ESMTK II.,4 : 12
9758,ABC Centerline III. ↔,Sanitas-Budó SE IV.,12 : 4
9759,BEAC II.-Magyar-Lakk DKK ↔,Budai XI SE VII.-Dunaholding,3 : 13
9761,Lendület SE I.-Ybl Tervező ↔,MAFC III.-PANCHO,13 : 3
9820,Puskás DSK I. ↔,Erzsébeti Hajós III.,12 : 4
9760,SZUFLA SE III. ↔,Budai XI SE VIII.-MAFILM,15 : 1
9842,Brumi Szöcske Team ↔,KFKI Petőfi SK III.,4 : 12
9765,Budai XI SE VII.-Dunaholding ↔,SZUFLA SE III.,9 : 7
9843,KFKI Petőfi SK III. ↔,Puskás DSK I.,5 : 11
10095,Lendület SE I.-Ybl Tervező ↔,Budai XI SE VIII.-MAFILM,12 : 4
9766,Sanitas-Budó SE IV. ↔,BEAC II.-Magyar-Lakk DKK,7 : 9
9767,ESMTK II. ↔,OTP SK II.,13 : 3
9768,Ikarus BSE II. ↔,ABC Centerline III.,8 : 8
9764,MAFC III.-PANCHO ↔,Brumi Szöcske Team,14 : 2
9821,Erzsébeti Hajós III. ↔,KSI SE IX.-MIKI II.,13 : 3
