match_id,home_team,away_team,score
9171,Budai XI SE V.-Őrmező ↔,Sanitas-Budó SE III.-Autóklub,2 : 14
9192,KSI SE VI. ↔,Pénzügyőr IX.,6 : 10
9162,KSI SE VIII.-MIKI I. ↔,KSI SE VI.,12 : 4
9213,KSI SE VIII.-MIKI I. ↔,MALÉV SC III.,8 : 8
9201,PDSK III.-Mátyásföldi Sasok ↔,KSI SE VI.,8 : 8
9208,PDSK III.-Mátyásföldi Sasok ↔,Pénzügyőr IX.,7 : 9
9211,Sanitas-Budó SE III.-Autóklub ↔,Budai XI SE IV.-Kontra Csoport,11 : 5
9202,Shopsport SE ↔,HCTC-Magyar-Kínai AK,9 : 7
8923,Budai XI SE IV.-Kontra Csoport ↔,PDSK III.-Mátyásföldi Sasok,13 : 3
8924,Lendület SE III.-PPKO ↔,Igazságügyi SC,6 : 10
8921,MALÉV SC III. ↔,Budai XI SE V.-Őrmező,12 : 4
8925,Pénzügyőr IX. ↔,MTSE,4 : 0
8928,KSI SE VI. ↔,MALÉV SC III.,4 : 12
8932,KSI SE VIII.-MIKI I. ↔,MTSE,3 : 0
8930,Sanitas-Budó SE III.-Autóklub ↔,KSI Senior-KFKI SK II.,14 : 2
8931,KIWI SE ↔,HCTC-Magyar-Kínai AK,11 : 5
8927,PDSK III.-Mátyásföldi Sasok ↔,Kispest SE III.,4 : 12
8929,Budai XI SE V.-Őrmező ↔,Shopsport SE,7 : 9
8926,Igazságügyi SC  ↔,Budai XI SE IV.-Kontra Csoport,7 : 9
8933,Pénzügyőr IX. ↔,Lendület SE III.-PPKO,10 : 6
8937,KSI Senior-KFKI SK II. ↔,Budai XI SE V.-Őrmező,9 : 7
8935,MTSE ↔,KIWI SE,12 : 4
8938,Shopsport SE ↔,KSI SE VI.,12 : 4
8934,KSI SE VIII.-MIKI I. ↔,Pénzügyőr IX.,9 : 7
8936,HCTC-Magyar-Kínai AK ↔,Sanitas-Budó SE III.-Autóklub,3 : 13
8941,Budai XI SE IV.-Kontra Csoport ↔,Lendület SE III.-PPKO,13 : 3
8939,MALÉV SC III. ↔,PDSK III.-Mátyásföldi Sasok,4 : 0
8944,KSI SE VI. ↔,KSI Senior-KFKI SK II.,7 : 9
8940,Kispest SE III. ↔,Igazságügyi SC,6 : 10
8946,Sanitas-Budó SE III.-Autóklub ↔,MTSE,9 : 7
8947,KIWI SE ↔,KSI SE VIII.-MIKI I.,7 : 9
8943,PDSK III.-Mátyásföldi Sasok ↔,Shopsport SE,10 : 6
8945,Budai XI SE V.-Őrmező ↔,HCTC-Magyar-Kínai AK,10 : 6
8942,Igazságügyi SC  ↔,MALÉV SC III.,5 : 11
8948,Lendület SE III.-PPKO ↔,Kispest SE III.,9 : 7
8949,Pénzügyőr IX. ↔,Budai XI SE IV.-Kontra Csoport,13 : 3
8954,KSI Senior-KFKI SK II. ↔,PDSK III.-Mátyásföldi Sasok,9 : 7
8952,MTSE ↔,Budai XI SE V.-Őrmező,8 : 8
8955,Shopsport SE ↔,Igazságügyi SC,4 : 0
8951,KSI SE VIII.-MIKI I. ↔,Sanitas-Budó SE III.-Autóklub,6 : 10
8950,KIWI SE ↔,Pénzügyőr IX.,10 : 6
9289,KSI Senior-KFKI SK II. ↔,Igazságügyi SC,8 : 8
9154,KSI SE VI. ↔,MTSE,6 : 10
8957,Kispest SE III. ↔,Budai XI SE IV.-Kontra Csoport,0 : 16
9156,Sanitas-Budó SE III.-Autóklub ↔,KIWI SE,11 : 5
9159,Pénzügyőr IX. ↔,Kispest SE III.,14 : 2
9165,KSI Senior-KFKI SK II. ↔,Lendület SE III.-PPKO,15 : 1
9163,MTSE ↔,PDSK III.-Mátyásföldi Sasok,12 : 4
9166,Shopsport SE ↔,Budai XI SE IV.-Kontra Csoport,6 : 10
9164,HCTC-Magyar-Kínai AK ↔,Igazságügyi SC,2 : 14
9160,Sanitas-Budó SE III.-Autóklub ↔,Pénzügyőr IX.,9 : 7
9161,KIWI SE ↔,Budai XI SE V.-Őrmező,9 : 7
9153,PDSK III.-Mátyásföldi Sasok ↔,HCTC-Magyar-Kínai AK,7 : 9
9158,Lendület SE III.-PPKO ↔,Shopsport SE,5 : 11
9167,MALÉV SC III. ↔,Kispest SE III.,11 : 5
9168,Igazságügyi SC  ↔,MTSE,7 : 9
9170,KSI SE VI. ↔,KIWI SE,5 : 11
9172,Kispest SE III. ↔,Shopsport SE,8 : 8
9169,PDSK III.-Mátyásföldi Sasok ↔,KSI SE VIII.-MIKI I.,8 : 8
9173,Budai XI SE IV.-Kontra Csoport ↔,KSI Senior-KFKI SK II.,11 : 5
