match_id,home_team,away_team,score
14220,MVM SE II. ↔,Shopsport SE,0 : 4
14224,MAFC III.-PANCHO ↔,MVM SE II.,4 : 0
14237,BPPK SE II. ↔,ABC Centerline III.,4 : 12
14253,Brumi Szöcske Team I. ↔,Kőbánya SC II.,0 : 16
14251,KSI SE VI. ↔,ABC Centerline III.,10 : 6
14255,BPPK SE II. ↔,Budai XI SE IV.-Kontra cs.,5 : 11
14264,Shopsport SE ↔,MAFC III.-PANCHO,10 : 6
14261,BKV Előre  SC II. ↔,KSI SE VI.,10 : 6
14259,MVM SE II. ↔,OVIT SE II.,2 : 14
14260,ABC Centerline III. ↔,Szufla SE V.-Ragazzart,13 : 3
14263,Multi Sport SE I. ↔,BPPK SE II.,11 : 5
14258,ESMTK V. ↔,Kőbánya SC II.,9 : 7
14324,Budai XI SE X. ↔,Brumi Szöcske Team I.,12 : 4
14262,Budai XI SE IV.-Kontra cs. ↔,ESZVK-Parazsak,11 : 5
14269,Budai XI SE IV.-Kontra cs. ↔,KSI SE VI.,9 : 7
14283,OVIT SE II. ↔,Budai XI SE IV.-Kontra cs.,14 : 2
14287,BKV Előre  SC II. ↔,Kőbánya SC II.,8 : 8
