match_id,home_team,away_team,score
9910,KSI SE VII.-PPKO ↔,KSI SE X.,7 : 9
9908,Lendület SE II.-Népegészségügy ↔,BKV Előre SC III.,4 : 11
9853,Pestújhelyi SC IV. ↔,Csepeli Vállalkozások AE I.,10 : 6
9852,Ferencvárosi Vasutas SK ↔,KSI Senior-KFKI SK IV.,13 : 3
9909,Kőbánya SC II. ↔,BEAC I.,6 : 10
9911,Budai XI SE VI. ↔,ABC Centerline II.,6 : 10
9854,Sanitas-Budó SE II. ↔,SZÜV ASE I.,13 : 3
9907,Szent Pál Akadémia I. ↔,Puskás DSK II.,14 : 2
9915,Puskás DSK II. ↔,Ferencvárosi Vasutas SK,2 : 14
9914,BKV Előre SC III. ↔,Kőbánya SC II.,10 : 6
9858,ABC Centerline II. ↔,Szent Pál Akadémia I.,12 : 4
9855,Csepeli Vállalkozások AE I. ↔,KSI SE VII.-PPKO,2 : 14
9857,KSI Senior-KFKI SK IV. ↔,Lendület SE II.-Népegészségügy,6 : 10
9912,SZÜV ASE I. ↔,Budai XI SE VI.,6 : 10
9856,BEAC I. ↔,Pestújhelyi SC IV.,13 : 3
9913,KSI SE X. ↔,Sanitas-Budó SE II.,8 : 8
9859,KSI SE VII.-PPKO ↔,BEAC I.,11 : 5
9916,Lendület SE II.-Népegészségügy ↔,Puskás DSK II.,7 : 9
9918,Pestújhelyi SC IV. ↔,BKV Előre SC III.,6 : 10
9861,ABC Centerline II. ↔,SZÜV ASE I.,12 : 4
9862,Ferencvárosi Vasutas SK ↔,Szent Pál Akadémia I.,8 : 8
9917,Kőbánya SC II. ↔,KSI Senior-KFKI SK IV.,12 : 4
9919,Budai XI SE VI. ↔,KSI SE X.,11 : 5
9860,Sanitas-Budó SE II. ↔,Csepeli Vállalkozások AE I.,4 : 0
9866,Ferencvárosi Vasutas SK ↔,Lendület SE II.-Népegészségügy,10 : 6
9922,BKV Előre SC III. ↔,KSI SE VII.-PPKO,7 : 9
9921,Csepeli Vállalkozások AE I. ↔,Budai XI SE VI.,5 : 11
9865,KSI Senior-KFKI SK IV. ↔,Pestújhelyi SC IV.,7 : 9
9920,KSI SE X. ↔,ABC Centerline II.,7 : 9
9923,Puskás DSK II. ↔,Kőbánya SC II.,8 : 8
9864,BEAC I. ↔,Sanitas-Budó SE II.,7 : 9
9925,Sanitas-Budó SE II. ↔,BKV Előre SC III.,14 : 2
9863,Szent Pál Akadémia I. ↔,SZÜV ASE I.,10 : 6
9869,Lendület SE II.-Népegészségügy ↔,Szent Pál Akadémia I.,6 : 10
9924,Pestújhelyi SC IV. ↔,Puskás DSK II.,5 : 11
9868,ABC Centerline II. ↔,Csepeli Vállalkozások AE I.,15 : 1
9928,Kőbánya SC II. ↔,Ferencvárosi Vasutas SK,8 : 8
9927,SZÜV ASE I. ↔,KSI SE X.,5 : 11
9926,Budai XI SE VI. ↔,BEAC I.,4 : 12
9867,KSI SE VII.-PPKO ↔,KSI Senior-KFKI SK IV.,4 : 0
9932,Lendület SE II.-Népegészségügy ↔,Kőbánya SC II.,10 : 6
9929,Szent Pál Akadémia I. ↔,KSI SE X.,7 : 9
9930,BKV Előre SC III. ↔,Budai XI SE VI.,0 : 4
9870,Csepeli Vállalkozások AE I. ↔,SZÜV ASE I.,10 : 6
9873,Ferencvárosi Vasutas SK ↔,Pestújhelyi SC IV.,11 : 5
9872,KSI Senior-KFKI SK IV. ↔,Sanitas-Budó SE II.,0 : 16
9931,Puskás DSK II. ↔,KSI SE VII.-PPKO,4 : 12
9871,BEAC I. ↔,ABC Centerline II.,5 : 11
9876,KSI SE VII.-PPKO ↔,Ferencvárosi Vasutas SK,13 : 3
9875,Pestújhelyi SC IV. ↔,Lendület SE II.-Népegészségügy,3 : 13
9935,ABC Centerline II. ↔,BKV Előre SC III.,14 : 2
9937,Kőbánya SC II. ↔,Szent Pál Akadémia I.,9 : 7
9874,SZÜV ASE I. ↔,BEAC I.,9 : 7
9934,Budai XI SE VI. ↔,KSI Senior-KFKI SK IV.,16 : 0
9933,Sanitas-Budó SE II. ↔,Puskás DSK II.,15 : 1
9936,KSI SE X. ↔,Csepeli Vállalkozások AE I.,10 : 6
9880,Lendület SE II.-Népegészségügy ↔,KSI SE VII.-PPKO,1 : 15
9939,BKV Előre SC III. ↔,SZÜV ASE I.,7 : 9
9879,Ferencvárosi Vasutas SK ↔,Sanitas-Budó SE II.,5 : 11
9878,KSI Senior-KFKI SK IV. ↔,ABC Centerline II.,2 : 14
9941,Kőbánya SC II. ↔,Pestújhelyi SC IV.,12 : 4
9940,Puskás DSK II. ↔,Budai XI SE VI.,4 : 12
9938,BEAC I. ↔,KSI SE X.,13 : 3
9877,Szent Pál Akadémia I. ↔,Csepeli Vállalkozások AE I.,12 : 4
9884,Pestújhelyi SC IV. ↔,Szent Pál Akadémia I.,4 : 12
9942,ABC Centerline II. ↔,Puskás DSK II.,16 : 0
9882,Csepeli Vállalkozások AE I. ↔,BEAC I.,3 : 13
9881,SZÜV ASE I. ↔,KSI Senior-KFKI SK IV.,14 : 2
9945,Budai XI SE VI. ↔,Ferencvárosi Vasutas SK,11 : 5
9883,Sanitas-Budó SE II. ↔,Lendület SE II.-Népegészségügy,12 : 4
9943,KSI SE X. ↔,BKV Előre SC III.,7 : 9
9944,KSI SE VII.-PPKO ↔,Kőbánya SC II.,12 : 4
9949,Lendület SE II.-Népegészségügy ↔,Budai XI SE VI.,2 : 14
