match_id,home_team,away_team,score
11230,Sanitas-BUDO SE III.-Autóklub ↔,Sanitas-BUDO SE II.,15 : 1
11213,Pestújhelyi SC III. ↔,BKV Előre SC I.,4 : 12
11211,KSI Senior-KFKI SK II. ↔,ESMTK III.,6 : 10
11216,ESMTK II. ↔,Sanitas-BUDO SE II.,5 : 11
11212,BVSC-Zugló Senior II. ↔,BVSC-Zugló SI V.,10 : 6
11214,Sanitas-BUDO SE III.-Autóklub ↔,MALÉV SC III.,10 : 6
11217,ABC Centerline II. ↔,MTK Budapest II.,9 : 7
11210,Törekvés SE ↔,Pénzügyőr SE VIII.,5 : 11
11215,SZUFLA SE III. ↔,Vármajori SE II.,0 : 16
11224,ESMTK III. ↔,Törekvés SE,5 : 11
11222,BKV Előre SC I. ↔,BVSC-Zugló Senior II.,6 : 10
11218,MTK Budapest II. ↔,ESMTK II.,15 : 1
11223,BVSC-Zugló SI V. ↔,KSI Senior-KFKI SK II.,9 : 7
11219,Sanitas-BUDO SE II.  ↔,SZUFLA SE III.,13 : 3
11220,Vármajori SE II. ↔,Sanitas-BUDO SE III.-Autóklub,5 : 11
11225,Pénzügyőr SE VIII. ↔,ABC Centerline II.,6 : 10
11221,MALÉV SC III. ↔,Pestújhelyi SC III.,9 : 7
11229,Pestújhelyi SC III. ↔,Vármajori SE II.,12 : 4
11227,KSI Senior-KFKI SK II. ↔,BKV Előre SC I.,3 : 13
11232,ESMTK II. ↔,ABC Centerline II.,1 : 15
11228,BVSC-Zugló Senior II. ↔,MALÉV SC III.,5 : 11
11226,Törekvés SE ↔,BVSC-Zugló SI V.,7 : 9
11231,SZUFLA SE III. ↔,MTK Budapest II.,5 : 11
11233,Pénzügyőr SE VIII. ↔,ESMTK III.,10 : 6
11296,ESMTK III. ↔,ESMTK II.,9 : 7
