match_id,home_team,away_team,score
16569,Igazságügyi SC I. ↔,High Life SE I.-Rossoneri,7 : 9
16588,Palotai Titánok SE I. ↔,Pestszentimrei PSE II.,7 : 9
16596,BPPK SE I.-túróSCsusza ↔,Igazságügyi SC I.,2 : 14
16601,Pestújhelyi SC V. ↔,KIWI SE,12 : 4
16600,Angyalföldi TTE III. ↔,Ikarus BSE,7 : 9
16599,ESMTK IV. ↔,High Life SE I.-Rossoneri,6 : 10
16597,Pestszentimrei PSE II. ↔,GALAXIS VSE I.,11 : 5
16722,Sanitas-Budo SE IV.-Asia Center I. ↔,Törekvés SE,11 : 5
16602,Palotai Titánok SE I. ↔,Budai XI. SE V.,10 : 6
16598,Hidegkúti SC-Klebelsberg I. ↔,Budai XI SE VI.-Dunaholding,13 : 3
