match_id,home_team,away_team,score
10315,ESMTK IV. ↔,BEAC I.,4 : 12
10313,BKV Előre  SC III. ↔,KSI SE IX.,9 : 7
10310,Multi Sport SE ↔,Pénzügyőr SE IX.,8 : 8
10312,Puskás DSK II. ↔,Csepeli VAKE I.,4 : 12
10311,KSI Senior-KFKI SK IV. ↔,SZÜV ASE I.,5 : 11
10314,Ferencvárosi Vasutas SK ↔,MAFC III.-PANCHO,9 : 7
10316,Kőbánya SC II. ↔,Budai XI. SE V.,0 : 16
10322,SZÜV ASE I. ↔,Multi Sport SE,4 : 12
10319,MAFC III.-PANCHO ↔,BKV Előre  SC III.,6 : 10
10321,Csepeli VAKE I. ↔,KSI Senior-KFKI SK IV.,16 : 0
10317,Budai XI. SE V. ↔,ESMTK IV.,12 : 4
10323,Pénzügyőr SE IX. ↔,Kőbánya SC II.,8 : 8
10320,KSI SE IX. ↔,KSI SE VII.-PPKO,8 : 8
10318,BEAC I. ↔,Ferencvárosi Vasutas SK,11 : 5
10329,ESMTK IV. ↔,Kőbánya SC II.,5 : 11
10327,BKV Előre  SC III. ↔,BEAC I.,3 : 13
10324,Multi Sport SE ↔,Csepeli VAKE I.,13 : 3
10325,Puskás DSK II. ↔,KSI SE IX.,6 : 10
10328,Ferencvárosi Vasutas SK ↔,Budai XI. SE V.,3 : 13
10330,Pénzügyőr SE IX. ↔,SZÜV ASE I.,12 : 4
10326,KSI SE VII.-PPKO ↔,MAFC III.-PANCHO,11 : 5
