match_id,home_team,away_team,score
9788,Budai XI SE VII.-Dunaholding ↔,KSI SE IX.-MIKI II.,11 : 5
9847,KFKI Petőfi SK III. ↔,ESMTK II.,5 : 11
9828,Sanitas-Budó SE IV. ↔,Puskás DSK I.,4 : 12
9787,Budai XI SE VIII.-MAFILM ↔,OTP SK II.,3 : 13
9784,BEAC II.-Magyar-Lakk DKK ↔,Brumi Szöcske Team,11 : 5
9786,MAFC III.-PANCHO ↔,Ikarus BSE II.,8 : 8
9785,SZUFLA SE III. ↔,Lendület SE I.-Ybl Tervező,4 : 12
9829,Erzsébeti Hajós III. ↔,ABC Centerline III.,8 : 8
9790,Brumi Szöcske Team ↔,SZUFLA SE III.,3 : 13
9794,ESMTK II. ↔,MAFC III.-PANCHO,4 : 0
9792,OTP SK II. ↔,Budai XI SE VII.-Dunaholding,8 : 8
9791,KSI SE IX.-MIKI II. ↔,Sanitas-Budó SE IV.,9 : 7
9789,ABC Centerline III. ↔,Lendület SE I.-Ybl Tervező,6 : 10
9793,Ikarus BSE II. ↔,Budai XI SE VIII.-MAFILM,10 : 6
9830,Puskás DSK I. ↔,BEAC II.-Magyar-Lakk DKK,10 : 6
9848,Erzsébeti Hajós III. ↔,KFKI Petőfi SK III.,10 : 6
9797,Budai XI SE VII.-Dunaholding ↔,Ikarus BSE II.,11 : 5
9849,KFKI Petőfi SK III. ↔,ABC Centerline III.,7 : 9
9798,Sanitas-Budó SE IV. ↔,OTP SK II.,6 : 9
9796,Budai XI SE VIII.-MAFILM ↔,ESMTK II.,2 : 14
9799,BEAC II.-Magyar-Lakk DKK ↔,KSI SE IX.-MIKI II.,10 : 6
9832,MAFC III.-PANCHO ↔,Erzsébeti Hajós III.,3 : 0
9795,Lendület SE I.-Ybl Tervező ↔,Brumi Szöcske Team,4 : 0
9831,SZUFLA SE III. ↔,Puskás DSK I.,12 : 4
