Hazai csapat,Vendég csapat,Eredmény,Forduló,Főbíró-játékvezető,Játékvezető
BVSC-Zugló III.-Senior I.,Cromax SE,10 : 6,Forduló: 8.   2020-10-27,Fodor Róbert,--
